date,sku,units_sold,revenue_usd
2026-08-22,SKU-1018,2,60.72
2026-08-22,SKU-1023,1,42.49
2026-08-22,SKU-1025,2,123.28
2026-08-22,SKU-1027,7,168.7
2026-08-22,SKU-1030,6,261.24
2026-08-22,SKU-1030,7,304.78
2026-08-22,SKU-1034,3,135.93
2026-08-22,SKU-1036,4,437.24
2026-08-22,SKU-1038,5,236.55
2026-08-22,SKU-1038,3,141.93
2026-08-22,SKU-1039,5,169.95
2026-08-22,SKU-1041,2,75.88
2026-08-22,SKU-1048,2,166.82
2026-08-22,SKU-1048,4,333.64
2026-08-22,SKU-1049,5,138.45
2026-08-22,SKU-1053,5,254.0
2026-08-22,SKU-1055,2,71.46
2026-08-22,SKU-1055,5,178.65
2026-08-22,SKU-1063,1,93.68
2026-08-22,SKU-1071,5,198.85
2026-08-22,SKU-1073,2,73.76
2026-08-22,SKU-1082,2,35.44
2026-08-22,SKU-1085,3,127.14
2026-08-22,SKU-1091,3,97.35
2026-08-22,SKU-1093,5,473.65
2026-08-22,SKU-1098,2,165.68
2026-08-22,SKU-1099,4,47.12
2026-08-22,SKU-1110,1,53.88
2026-08-22,SKU-1111,2,109.06
2026-08-22,SKU-1118,4,319.8
2026-08-22,SKU-1119,5,105.05
2026-08-22,SKU-1126,5,593.95
2026-08-22,SKU-1126,2,237.58
2026-08-22,SKU-1132,3,75.87
2026-08-22,SKU-1133,6,521.04
2026-08-22,SKU-1134,1,17.73
2026-08-22,SKU-1142,5,114.4
2026-08-22,SKU-1149,1,29.29
2026-08-23,SKU-1002,5,112.5
2026-08-23,SKU-1002,5,112.5
2026-08-23,SKU-1007,2,62.4
2026-08-23,SKU-1009,2,28.5
2026-08-23,SKU-1013,3,226.8
2026-08-23,SKU-1015,5,248.45
2026-08-23,SKU-1019,3,62.97
2026-08-23,SKU-1024,2,45.1
2026-08-23,SKU-1029,1,26.53
2026-08-23,SKU-1030,7,304.78
2026-08-23,SKU-1034,5,226.55
2026-08-23,SKU-1035,4,213.96
2026-08-23,SKU-1036,7,765.17
2026-08-23,SKU-1038,3,141.93
2026-08-23,SKU-1038,5,236.55
2026-08-23,SKU-1039,2,67.98
2026-08-23,SKU-1042,3,133.59
2026-08-23,SKU-1042,2,89.06
2026-08-23,SKU-1042,2,89.06
2026-08-23,SKU-1044,4,61.08
2026-08-23,SKU-1047,8,261.44
2026-08-23,SKU-1052,2,58.86
2026-08-23,SKU-1054,3,90.84
2026-08-23,SKU-1056,2,96.18
2026-08-23,SKU-1062,4,67.64
2026-08-23,SKU-1067,1,37.15
2026-08-23,SKU-1070,8,340.72
2026-08-23,SKU-1070,8,340.72
2026-08-23,SKU-1070,7,298.13
2026-08-23,SKU-1088,1,76.68
2026-08-23,SKU-1096,4,136.64
2026-08-23,SKU-1103,5,344.55
2026-08-23,SKU-1114,8,352.24
2026-08-23,SKU-1114,7,308.21
2026-08-23,SKU-1122,1,37.99
2026-08-23,SKU-1133,5,434.2
2026-08-23,SKU-1133,7,607.88
2026-08-23,SKU-1133,3,260.52
2026-08-23,SKU-1139,6,180.66
2026-08-23,SKU-1141,6,316.5
2026-08-23,SKU-1141,3,158.25
2026-08-23,SKU-1147,4,143.4
2026-08-24,SKU-1002,4,90.0
2026-08-24,SKU-1008,3,193.5
2026-08-24,SKU-1008,6,387.0
2026-08-24,SKU-1009,1,14.25
2026-08-24,SKU-1012,2,44.66
2026-08-24,SKU-1013,3,226.8
2026-08-24,SKU-1015,5,248.45
2026-08-24,SKU-1019,2,41.98
2026-08-24,SKU-1023,3,127.47
2026-08-24,SKU-1027,3,72.3
2026-08-24,SKU-1030,4,174.16
2026-08-24,SKU-1038,8,378.48
2026-08-24,SKU-1041,2,75.88
2026-08-24,SKU-1044,2,30.54
2026-08-24,SKU-1052,2,58.86
2026-08-24,SKU-1055,5,178.65
2026-08-24,SKU-1063,1,93.68
2026-08-24,SKU-1067,1,37.15
2026-08-24,SKU-1072,2,70.92
2026-08-24,SKU-1078,3,105.99
2026-08-24,SKU-1091,1,32.45
2026-08-24,SKU-1103,4,275.64
2026-08-24,SKU-1111,1,54.53
2026-08-24,SKU-1113,3,224.4
2026-08-24,SKU-1118,5,399.75
2026-08-24,SKU-1124,2,63.28
2026-08-24,SKU-1124,2,63.28
2026-08-24,SKU-1127,2,69.34
2026-08-24,SKU-1129,4,117.96
2026-08-24,SKU-1148,2,148.72
2026-08-25,SKU-1001,4,139.96
2026-08-25,SKU-1002,7,157.5
2026-08-25,SKU-1006,2,178.0
2026-08-25,SKU-1007,4,124.8
2026-08-25,SKU-1009,3,42.75
2026-08-25,SKU-1013,5,378.0
2026-08-25,SKU-1018,2,60.72
2026-08-25,SKU-1026,2,70.06
2026-08-25,SKU-1032,3,106.77
2026-08-25,SKU-1035,2,106.98
2026-08-25,SKU-1036,2,218.62
2026-08-25,SKU-1038,2,94.62
2026-08-25,SKU-1039,2,67.98
2026-08-25,SKU-1039,8,271.92
2026-08-25,SKU-1042,4,178.12
2026-08-25,SKU-1044,3,45.81
2026-08-25,SKU-1045,2,58.06
2026-08-25,SKU-1047,6,196.08
2026-08-25,SKU-1062,3,50.73
2026-08-25,SKU-1070,5,212.95
2026-08-25,SKU-1090,2,54.44
2026-08-25,SKU-1099,2,23.56
2026-08-25,SKU-1099,2,23.56
2026-08-25,SKU-1103,5,344.55
2026-08-25,SKU-1107,1,42.2
2026-08-25,SKU-1108,2,169.82
2026-08-25,SKU-1114,4,176.12
2026-08-25,SKU-1117,2,46.78
2026-08-25,SKU-1123,3,118.53
2026-08-25,SKU-1126,5,593.95
2026-08-25,SKU-1129,2,58.98
2026-08-25,SKU-1129,5,147.45
2026-08-25,SKU-1133,6,521.04
2026-08-25,SKU-1135,3,186.36
2026-08-25,SKU-1139,2,60.22
2026-08-25,SKU-1139,7,210.77
2026-08-25,SKU-1145,1,49.89
2026-08-26,SKU-1011,2,83.32
2026-08-26,SKU-1020,7,536.55
2026-08-26,SKU-1021,2,62.56
2026-08-26,SKU-1025,1,61.64
2026-08-26,SKU-1027,3,72.3
2026-08-26,SKU-1030,8,348.32
2026-08-26,SKU-1030,6,261.24
2026-08-26,SKU-1030,5,217.7
2026-08-26,SKU-1036,8,874.48
2026-08-26,SKU-1038,4,189.24
2026-08-26,SKU-1042,3,133.59
2026-08-26,SKU-1042,6,267.18
2026-08-26,SKU-1044,5,76.35
2026-08-26,SKU-1046,3,211.92
2026-08-26,SKU-1053,3,152.4
2026-08-26,SKU-1056,4,192.36
2026-08-26,SKU-1060,2,139.48
2026-08-26,SKU-1062,4,67.64
2026-08-26,SKU-1070,6,255.54
2026-08-26,SKU-1070,4,170.36
2026-08-26,SKU-1083,2,123.84
2026-08-26,SKU-1088,4,306.72
2026-08-26,SKU-1088,2,153.36
2026-08-26,SKU-1091,4,129.8
2026-08-26,SKU-1091,5,162.25
2026-08-26,SKU-1096,5,170.8
2026-08-26,SKU-1096,8,273.28
2026-08-26,SKU-1099,6,70.68
2026-08-26,SKU-1099,6,70.68
2026-08-26,SKU-1103,5,344.55
2026-08-26,SKU-1104,1,19.35
2026-08-26,SKU-1107,1,42.2
2026-08-26,SKU-1110,3,161.64
2026-08-26,SKU-1112,4,146.84
2026-08-26,SKU-1114,7,308.21
2026-08-26,SKU-1119,4,84.04
2026-08-26,SKU-1126,4,475.16
2026-08-26,SKU-1133,7,607.88
2026-08-26,SKU-1135,2,124.24
2026-08-26,SKU-1138,3,144.15
2026-08-26,SKU-1141,3,158.25
2026-08-27,SKU-1005,2,55.5
2026-08-27,SKU-1013,2,151.2
2026-08-27,SKU-1020,7,536.55
2026-08-27,SKU-1030,7,304.78
2026-08-27,SKU-1036,7,765.17
2026-08-27,SKU-1048,3,250.23
2026-08-27,SKU-1051,5,152.95
2026-08-27,SKU-1055,1,35.73
2026-08-27,SKU-1056,4,192.36
2026-08-27,SKU-1058,2,161.04
2026-08-27,SKU-1060,2,139.48
2026-08-27,SKU-1067,2,74.3
2026-08-27,SKU-1068,3,197.22
2026-08-27,SKU-1070,4,170.36
2026-08-27,SKU-1072,1,35.46
2026-08-27,SKU-1075,4,187.2
2026-08-27,SKU-1082,2,35.44
2026-08-27,SKU-1089,5,112.6
2026-08-27,SKU-1090,5,136.1
2026-08-27,SKU-1094,3,88.56
2026-08-27,SKU-1094,1,29.52
2026-08-27,SKU-1099,4,47.12
2026-08-27,SKU-1109,5,98.05
2026-08-27,SKU-1110,5,269.4
2026-08-27,SKU-1112,3,110.13
2026-08-27,SKU-1118,1,79.95
2026-08-27,SKU-1119,2,42.02
2026-08-27,SKU-1124,7,221.48
2026-08-27,SKU-1133,5,434.2
2026-08-27,SKU-1135,1,62.12
2026-08-27,SKU-1140,2,91.96
2026-08-27,SKU-1141,3,158.25
2026-08-27,SKU-1141,6,316.5
2026-08-27,SKU-1147,3,107.55
2026-08-27,SKU-1148,3,223.08
2026-08-28,SKU-1008,6,387.0
2026-08-28,SKU-1014,5,65.35
2026-08-28,SKU-1016,4,374.56
2026-08-28,SKU-1020,5,383.25
2026-08-28,SKU-1020,7,536.55
2026-08-28,SKU-1022,1,41.44
2026-08-28,SKU-1024,2,45.1
2026-08-28,SKU-1024,6,135.3
2026-08-28,SKU-1024,4,90.2
2026-08-28,SKU-1030,2,87.08
2026-08-28,SKU-1034,4,181.24
2026-08-28,SKU-1035,4,213.96
2026-08-28,SKU-1038,5,236.55
2026-08-28,SKU-1039,8,271.92
2026-08-28,SKU-1039,7,237.93
2026-08-28,SKU-1041,2,75.88
2026-08-28,SKU-1046,3,211.92
2026-08-28,SKU-1047,5,163.4
2026-08-28,SKU-1048,3,250.23
2026-08-28,SKU-1051,4,122.36
2026-08-28,SKU-1058,2,161.04
2026-08-28,SKU-1060,2,139.48
2026-08-28,SKU-1066,3,212.22
2026-08-28,SKU-1074,2,41.14
2026-08-28,SKU-1075,2,93.6
2026-08-28,SKU-1075,4,187.2
2026-08-28,SKU-1076,3,257.04
2026-08-28,SKU-1086,4,151.56
2026-08-28,SKU-1090,3,81.66
2026-08-28,SKU-1092,4,94.8
2026-08-28,SKU-1093,4,378.92
2026-08-28,SKU-1094,1,29.52
2026-08-28,SKU-1096,2,68.32
2026-08-28,SKU-1099,4,47.12
2026-08-28,SKU-1106,3,174.9
2026-08-28,SKU-1107,4,168.8
2026-08-28,SKU-1109,2,39.22
2026-08-28,SKU-1110,4,215.52
2026-08-28,SKU-1112,1,36.71
2026-08-28,SKU-1114,8,352.24
2026-08-28,SKU-1115,5,172.65
2026-08-28,SKU-1119,3,63.03
2026-08-28,SKU-1128,3,235.89
2026-08-28,SKU-1129,3,88.47
2026-08-28,SKU-1136,3,144.48
2026-08-28,SKU-1138,1,48.05
2026-08-28,SKU-1142,5,114.4
2026-08-28,SKU-1144,5,122.2
2026-08-29,SKU-1001,1,34.99
2026-08-29,SKU-1002,6,135.0
2026-08-29,SKU-1003,3,174.0
2026-08-29,SKU-1004,1,19.99
2026-08-29,SKU-1013,8,604.8
2026-08-29,SKU-1013,4,302.4
2026-08-29,SKU-1015,4,198.76
2026-08-29,SKU-1018,4,121.44
2026-08-29,SKU-1020,7,536.55
2026-08-29,SKU-1020,3,229.95
2026-08-29,SKU-1024,2,45.1
2026-08-29,SKU-1039,7,237.93
2026-08-29,SKU-1040,2,77.14
2026-08-29,SKU-1042,3,133.59
2026-08-29,SKU-1043,3,284.52
2026-08-29,SKU-1047,2,65.36
2026-08-29,SKU-1047,7,228.76
2026-08-29,SKU-1049,2,55.38
2026-08-29,SKU-1056,4,192.36
2026-08-29,SKU-1065,1,29.6
2026-08-29,SKU-1065,1,29.6
2026-08-29,SKU-1067,3,111.45
2026-08-29,SKU-1069,4,86.96
2026-08-29,SKU-1070,3,127.77
2026-08-29,SKU-1073,4,147.52
2026-08-29,SKU-1080,2,122.08
2026-08-29,SKU-1088,4,306.72
2026-08-29,SKU-1096,4,136.64
2026-08-29,SKU-1109,4,78.44
2026-08-29,SKU-1113,2,149.6
2026-08-29,SKU-1115,1,34.53
2026-08-29,SKU-1116,1,62.63
2026-08-29,SKU-1133,2,173.68
2026-08-29,SKU-1137,4,155.92
2026-08-29,SKU-1137,1,38.98
2026-08-29,SKU-1137,2,77.96
2026-08-29,SKU-1141,8,422.0
2026-08-29,SKU-1147,5,179.25
2026-08-30,SKU-1008,5,322.5
2026-08-30,SKU-1008,6,387.0
2026-08-30,SKU-1009,2,28.5
2026-08-30,SKU-1013,2,151.2
2026-08-30,SKU-1015,5,248.45
2026-08-30,SKU-1017,4,114.32
2026-08-30,SKU-1024,3,67.65
2026-08-30,SKU-1027,3,72.3
2026-08-30,SKU-1035,5,267.45
2026-08-30,SKU-1036,3,327.93
2026-08-30,SKU-1063,1,93.68
2026-08-30,SKU-1063,1,93.68
2026-08-30,SKU-1068,3,197.22
2026-08-30,SKU-1071,2,79.54
2026-08-30,SKU-1079,3,62.07
2026-08-30,SKU-1093,2,189.46
2026-08-30,SKU-1101,2,78.16
2026-08-30,SKU-1124,8,253.12
2026-08-30,SKU-1124,3,94.92
2026-08-30,SKU-1129,5,147.45
2026-08-30,SKU-1129,8,235.92
2026-08-30,SKU-1132,2,50.58
2026-08-30,SKU-1133,8,694.72
2026-08-30,SKU-1133,7,607.88
2026-08-30,SKU-1139,6,180.66
2026-08-30,SKU-1139,2,60.22
2026-08-30,SKU-1139,8,240.88
2026-08-30,SKU-1141,6,316.5
2026-08-30,SKU-1142,3,68.64
2026-08-30,SKU-1142,3,68.64
2026-08-30,SKU-1147,1,35.85
2026-08-30,SKU-1148,3,223.08
2026-08-31,SKU-1002,8,180.0
2026-08-31,SKU-1002,3,67.5
2026-08-31,SKU-1017,5,142.9
2026-08-31,SKU-1021,3,93.84
2026-08-31,SKU-1027,2,48.2
2026-08-31,SKU-1030,2,87.08
2026-08-31,SKU-1031,2,105.32
2026-08-31,SKU-1036,2,218.62
2026-08-31,SKU-1036,4,437.24
2026-08-31,SKU-1039,3,101.97
2026-08-31,SKU-1039,3,101.97
2026-08-31,SKU-1039,6,203.94
2026-08-31,SKU-1047,6,196.08
2026-08-31,SKU-1048,5,417.05
2026-08-31,SKU-1049,4,110.76
2026-08-31,SKU-1056,5,240.45
2026-08-31,SKU-1063,2,187.36
2026-08-31,SKU-1070,6,255.54
2026-08-31,SKU-1071,5,198.85
2026-08-31,SKU-1073,5,184.4
2026-08-31,SKU-1086,3,113.67
2026-08-31,SKU-1094,5,147.6
2026-08-31,SKU-1096,5,170.8
2026-08-31,SKU-1099,8,94.24
2026-08-31,SKU-1105,1,34.22
2026-08-31,SKU-1107,3,126.6
2026-08-31,SKU-1122,1,37.99
2026-08-31,SKU-1124,4,126.56
2026-08-31,SKU-1126,1,118.79
2026-08-31,SKU-1129,8,235.92
2026-08-31,SKU-1133,2,173.68
2026-08-31,SKU-1138,3,144.15
2026-08-31,SKU-1139,4,120.44
2026-09-01,SKU-1001,3,104.97
2026-09-01,SKU-1001,3,104.97
2026-09-01,SKU-1004,5,99.95
2026-09-01,SKU-1004,3,59.97
2026-09-01,SKU-1013,5,378.0
2026-09-01,SKU-1015,3,149.07
2026-09-01,SKU-1016,2,187.28
2026-09-01,SKU-1021,5,156.4
2026-09-01,SKU-1023,1,42.49
2026-09-01,SKU-1023,3,127.47
2026-09-01,SKU-1027,5,120.5
2026-09-01,SKU-1034,2,90.62
2026-09-01,SKU-1036,8,874.48
2026-09-01,SKU-1036,6,655.86
2026-09-01,SKU-1038,4,189.24
2026-09-01,SKU-1041,4,151.76
2026-09-01,SKU-1044,8,122.16
2026-09-01,SKU-1044,8,122.16
2026-09-01,SKU-1046,5,353.2
2026-09-01,SKU-1047,8,261.44
2026-09-01,SKU-1047,2,65.36
2026-09-01,SKU-1053,1,50.8
2026-09-01,SKU-1055,5,178.65
2026-09-01,SKU-1056,3,144.27
2026-09-01,SKU-1058,5,402.6
2026-09-01,SKU-1063,2,187.36
2026-09-01,SKU-1068,1,65.74
2026-09-01,SKU-1069,3,65.22
2026-09-01,SKU-1070,4,170.36
2026-09-01,SKU-1071,5,198.85
2026-09-01,SKU-1073,4,147.52
2026-09-01,SKU-1075,4,187.2
2026-09-01,SKU-1077,2,58.48
2026-09-01,SKU-1079,3,62.07
2026-09-01,SKU-1093,1,94.73
2026-09-01,SKU-1094,4,118.08
2026-09-01,SKU-1098,1,82.84
2026-09-01,SKU-1099,2,23.56
2026-09-01,SKU-1114,5,220.15
2026-09-01,SKU-1119,4,84.04
2026-09-01,SKU-1133,6,521.04
2026-09-01,SKU-1135,5,310.6
2026-09-01,SKU-1139,7,210.77
2026-09-01,SKU-1142,4,91.52
2026-09-01,SKU-1144,5,122.2
2026-09-01,SKU-1147,4,143.4
2026-09-02,SKU-1005,3,83.25
2026-09-02,SKU-1010,2,84.0
2026-09-02,SKU-1011,3,124.98
2026-09-02,SKU-1012,1,22.33
2026-09-02,SKU-1020,2,153.3
2026-09-02,SKU-1024,8,180.4
2026-09-02,SKU-1024,6,135.3
2026-09-02,SKU-1024,4,90.2
2026-09-02,SKU-1027,4,96.4
2026-09-02,SKU-1030,8,348.32
2026-09-02,SKU-1030,2,87.08
2026-09-02,SKU-1038,2,94.62
2026-09-02,SKU-1038,8,378.48
2026-09-02,SKU-1039,4,135.96
2026-09-02,SKU-1042,3,133.59
2026-09-02,SKU-1042,3,133.59
2026-09-02,SKU-1044,6,91.62
2026-09-02,SKU-1067,5,185.75
2026-09-02,SKU-1072,3,106.38
2026-09-02,SKU-1083,3,185.76
2026-09-02,SKU-1088,1,76.68
2026-09-02,SKU-1089,5,112.6
2026-09-02,SKU-1090,4,108.88
2026-09-02,SKU-1091,5,162.25
2026-09-02,SKU-1092,2,47.4
2026-09-02,SKU-1099,8,94.24
2026-09-02,SKU-1103,1,68.91
2026-09-02,SKU-1108,1,84.91
2026-09-02,SKU-1109,1,19.61
2026-09-02,SKU-1113,4,299.2
2026-09-02,SKU-1114,7,308.21
2026-09-02,SKU-1115,2,69.06
2026-09-02,SKU-1123,1,39.51
2026-09-02,SKU-1124,4,126.56
2026-09-02,SKU-1124,7,221.48
2026-09-02,SKU-1127,1,34.67
2026-09-02,SKU-1133,6,521.04
2026-09-02,SKU-1135,3,186.36
2026-09-02,SKU-1139,2,60.22
2026-09-02,SKU-1140,2,91.96
2026-09-02,SKU-1142,5,114.4
2026-09-02,SKU-1148,3,223.08
2026-09-03,SKU-1006,1,89.0
2026-09-03,SKU-1008,5,322.5
2026-09-03,SKU-1008,4,258.0
2026-09-03,SKU-1013,8,604.8
2026-09-03,SKU-1013,5,378.0
2026-09-03,SKU-1013,3,226.8
2026-09-03,SKU-1016,5,468.2
2026-09-03,SKU-1024,8,180.4
2026-09-03,SKU-1027,7,168.7
2026-09-03,SKU-1027,3,72.3
2026-09-03,SKU-1036,6,655.86
2026-09-03,SKU-1039,6,203.94
2026-09-03,SKU-1044,8,122.16
2026-09-03,SKU-1047,4,130.72
2026-09-03,SKU-1053,3,152.4
2026-09-03,SKU-1055,4,142.92
2026-09-03,SKU-1060,3,209.22
2026-09-03,SKU-1065,4,118.4
2026-09-03,SKU-1070,4,170.36
2026-09-03,SKU-1070,4,170.36
2026-09-03,SKU-1072,2,70.92
2026-09-03,SKU-1076,3,257.04
2026-09-03,SKU-1084,1,28.65
2026-09-03,SKU-1093,1,94.73
2026-09-03,SKU-1099,6,70.68
2026-09-03,SKU-1109,1,19.61
2026-09-03,SKU-1111,1,54.53
2026-09-03,SKU-1112,2,73.42
2026-09-03,SKU-1114,5,220.15
2026-09-03,SKU-1114,4,176.12
2026-09-03,SKU-1117,5,116.95
2026-09-03,SKU-1117,2,46.78
2026-09-03,SKU-1124,6,189.84
2026-09-03,SKU-1125,1,47.42
2026-09-03,SKU-1129,2,58.98
2026-09-03,SKU-1130,2,155.38
2026-09-03,SKU-1136,1,48.16
2026-09-03,SKU-1137,3,116.94
2026-09-03,SKU-1138,4,192.2
2026-09-03,SKU-1141,4,211.0
2026-09-04,SKU-1003,1,58.0
2026-09-04,SKU-1007,4,124.8
2026-09-04,SKU-1013,3,226.8
2026-09-04,SKU-1020,5,383.25
2026-09-04,SKU-1023,5,212.45
2026-09-04,SKU-1030,6,261.24
2026-09-04,SKU-1044,5,76.35
2026-09-04,SKU-1062,2,33.82
2026-09-04,SKU-1070,8,340.72
2026-09-04,SKU-1074,1,20.57
2026-09-04,SKU-1080,2,122.08
2026-09-04,SKU-1093,2,189.46
2026-09-04,SKU-1094,1,29.52
2026-09-04,SKU-1096,7,239.12
2026-09-04,SKU-1096,3,102.48
2026-09-04,SKU-1099,3,35.34
2026-09-04,SKU-1100,2,73.88
2026-09-04,SKU-1113,4,299.2
2026-09-04,SKU-1126,4,475.16
2026-09-04,SKU-1139,5,150.55
2026-09-04,SKU-1141,2,105.5
2026-09-04,SKU-1143,3,152.79
2026-09-04,SKU-1145,1,49.89
2026-09-05,SKU-1001,2,69.98
2026-09-05,SKU-1007,5,156.0
2026-09-05,SKU-1016,2,187.28
2026-09-05,SKU-1024,8,180.4
2026-09-05,SKU-1024,2,45.1
2026-09-05,SKU-1026,2,70.06
2026-09-05,SKU-1030,8,348.32
2026-09-05,SKU-1036,6,655.86
2026-09-05,SKU-1042,6,267.18
2026-09-05,SKU-1042,4,178.12
2026-09-05,SKU-1043,2,189.68
2026-09-05,SKU-1047,3,98.04
2026-09-05,SKU-1047,2,65.36
2026-09-05,SKU-1048,5,417.05
2026-09-05,SKU-1053,1,50.8
2026-09-05,SKU-1059,3,31.53
2026-09-05,SKU-1060,1,69.74
2026-09-05,SKU-1071,3,119.31
2026-09-05,SKU-1075,5,234.0
2026-09-05,SKU-1089,2,45.04
2026-09-05,SKU-1090,2,54.44
2026-09-05,SKU-1101,2,78.16
2026-09-05,SKU-1106,1,58.3
2026-09-05,SKU-1118,3,239.85
2026-09-05,SKU-1126,2,237.58
2026-09-05,SKU-1129,4,117.96
2026-09-05,SKU-1129,8,235.92
2026-09-05,SKU-1133,4,347.36
2026-09-05,SKU-1139,6,180.66
2026-09-05,SKU-1139,2,60.22
2026-09-05,SKU-1141,3,158.25
2026-09-05,SKU-1142,4,91.52
2026-09-05,SKU-1148,5,371.8
2026-09-05,SKU-1150,1,47.72
2026-09-06,SKU-1002,7,157.5
2026-09-06,SKU-1003,5,290.0
2026-09-06,SKU-1003,1,58.0
2026-09-06,SKU-1005,3,83.25
2026-09-06,SKU-1007,5,156.0
2026-09-06,SKU-1008,6,387.0
2026-09-06,SKU-1008,6,387.0
2026-09-06,SKU-1009,3,42.75
2026-09-06,SKU-1014,1,13.07
2026-09-06,SKU-1014,4,52.28
2026-09-06,SKU-1017,1,28.58
2026-09-06,SKU-1018,5,151.8
2026-09-06,SKU-1020,5,383.25
2026-09-06,SKU-1021,2,62.56
2026-09-06,SKU-1030,2,87.08
2026-09-06,SKU-1033,2,89.6
2026-09-06,SKU-1035,3,160.47
2026-09-06,SKU-1037,2,43.82
2026-09-06,SKU-1038,7,331.17
2026-09-06,SKU-1038,2,94.62
2026-09-06,SKU-1038,7,331.17
2026-09-06,SKU-1039,7,237.93
2026-09-06,SKU-1042,2,89.06
2026-09-06,SKU-1045,2,58.06
2026-09-06,SKU-1051,5,152.95
2026-09-06,SKU-1064,1,16.62
2026-09-06,SKU-1070,8,340.72
2026-09-06,SKU-1081,1,32.9
2026-09-06,SKU-1090,1,27.22
2026-09-06,SKU-1096,5,170.8
2026-09-06,SKU-1097,1,32.36
2026-09-06,SKU-1101,3,117.24
2026-09-06,SKU-1102,3,105.18
2026-09-06,SKU-1107,5,211.0
2026-09-06,SKU-1110,5,269.4
2026-09-06,SKU-1114,4,176.12
2026-09-06,SKU-1119,2,42.02
2026-09-06,SKU-1133,7,607.88
2026-09-06,SKU-1133,8,694.72
2026-09-06,SKU-1138,4,192.2
2026-09-06,SKU-1147,4,143.4
2026-09-07,SKU-1008,8,516.0
2026-09-07,SKU-1009,6,85.5
2026-09-07,SKU-1009,4,57.0
2026-09-07,SKU-1020,7,536.55
2026-09-07,SKU-1021,1,31.28
2026-09-07,SKU-1027,5,120.5
2026-09-07,SKU-1036,8,874.48
2026-09-07,SKU-1036,3,327.93
2026-09-07,SKU-1039,6,203.94
2026-09-07,SKU-1045,2,58.06
2026-09-07,SKU-1046,1,70.64
2026-09-07,SKU-1046,2,141.28
2026-09-07,SKU-1049,2,55.38
2026-09-07,SKU-1055,5,178.65
2026-09-07,SKU-1065,1,29.6
2026-09-07,SKU-1067,3,111.45
2026-09-07,SKU-1070,7,298.13
2026-09-07,SKU-1073,2,73.76
2026-09-07,SKU-1089,5,112.6
2026-09-07,SKU-1091,4,129.8
2026-09-07,SKU-1101,2,78.16
2026-09-07,SKU-1105,2,68.44
2026-09-07,SKU-1107,2,84.4
2026-09-07,SKU-1108,2,169.82
2026-09-07,SKU-1110,4,215.52
2026-09-07,SKU-1111,2,109.06
2026-09-07,SKU-1113,1,74.8
2026-09-07,SKU-1114,6,264.18
2026-09-07,SKU-1126,4,475.16
2026-09-07,SKU-1135,3,186.36
2026-09-07,SKU-1137,1,38.98
2026-09-07,SKU-1138,4,192.2
2026-09-07,SKU-1139,3,90.33
2026-09-07,SKU-1147,4,143.4
2026-09-08,SKU-1002,3,67.5
2026-09-08,SKU-1003,1,58.0
2026-09-08,SKU-1008,7,451.5
2026-09-08,SKU-1008,4,258.0
2026-09-08,SKU-1020,5,383.25
2026-09-08,SKU-1024,3,67.65
2026-09-08,SKU-1030,4,174.16
2026-09-08,SKU-1042,6,267.18
2026-09-08,SKU-1043,3,284.52
2026-09-08,SKU-1044,8,122.16
2026-09-08,SKU-1044,5,76.35
2026-09-08,SKU-1047,5,163.4
2026-09-08,SKU-1056,5,240.45
2026-09-08,SKU-1058,5,402.6
2026-09-08,SKU-1061,3,80.73
2026-09-08,SKU-1062,1,16.91
2026-09-08,SKU-1063,5,468.4
2026-09-08,SKU-1069,1,21.74
2026-09-08,SKU-1070,7,298.13
2026-09-08,SKU-1073,3,110.64
2026-09-08,SKU-1084,3,85.95
2026-09-08,SKU-1090,1,27.22
2026-09-08,SKU-1094,3,88.56
2026-09-08,SKU-1096,2,68.32
2026-09-08,SKU-1107,1,42.2
2026-09-08,SKU-1110,2,107.76
2026-09-08,SKU-1113,3,224.4
2026-09-08,SKU-1116,3,187.89
2026-09-08,SKU-1119,2,42.02
2026-09-08,SKU-1122,3,113.97
2026-09-08,SKU-1124,2,63.28
2026-09-08,SKU-1138,5,240.25
2026-09-08,SKU-1138,2,96.1
2026-09-08,SKU-1139,2,60.22
2026-09-08,SKU-1141,5,263.75
2026-09-08,SKU-1141,3,158.25
2026-09-09,SKU-1007,1,31.2
2026-09-09,SKU-1007,2,62.4
2026-09-09,SKU-1008,6,387.0
2026-09-09,SKU-1009,4,57.0
2026-09-09,SKU-1013,8,604.8
2026-09-09,SKU-1018,2,60.72
2026-09-09,SKU-1020,6,459.9
2026-09-09,SKU-1036,3,327.93
2026-09-09,SKU-1036,2,218.62
2026-09-09,SKU-1038,2,94.62
2026-09-09,SKU-1039,4,135.96
2026-09-09,SKU-1041,5,189.7
2026-09-09,SKU-1051,2,61.18
2026-09-09,SKU-1057,1,31.1
2026-09-09,SKU-1058,5,402.6
2026-09-09,SKU-1062,5,84.55
2026-09-09,SKU-1069,4,86.96
2026-09-09,SKU-1074,2,41.14
2026-09-09,SKU-1091,1,32.45
2026-09-09,SKU-1092,1,23.7
2026-09-09,SKU-1098,2,165.68
2026-09-09,SKU-1099,6,70.68
2026-09-09,SKU-1103,3,206.73
2026-09-09,SKU-1118,5,399.75
2026-09-09,SKU-1128,2,157.26
2026-09-09,SKU-1133,8,694.72
2026-09-09,SKU-1139,3,90.33
2026-09-09,SKU-1139,6,180.66
2026-09-09,SKU-1148,5,371.8
